Job Title,Company Name,Location,Start Date,CTC (Annual),Experience,Apply By,Skills Required,Perks
Interior Designer,Avatansa Construction,Patna,Starts Immediately,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, Lumion, V-Ray","Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, Lumion, V-Ray"
Founders Office Executive - Sales,Early Steps Academy,Bangalore,Starts Immediately,"₹ 3,00,000 - 8,00,000                                

                        ₹ 3,00,000 - 8,00,000 /year",0 year(s),0 year(s) experience,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Marketing, Sales","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Marketing, Sales"
Video Editor,Secured Engineers Private Limited,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,Video Editing,Video Editing
Amazon Ads Specialist,Artklim,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",1 year(s),1 year(s) experience,"Display Ads, Effective Communication, SQL","Display Ads, Effective Communication, SQL"
Telecaller,S K Enterprises,Thane,Starts Immediately,"₹ 2,20,000 - 3,50,000                                

                        ₹ 2,20,000 - 3,50,000 /year",0 year(s),0 year(s) experience,Effective Communication,Effective Communication
Corporate Sales Manager,HighQ Tourism,Work from home,Starts Immediately,"₹ 6,00,000 - 8,00,000                                

                        ₹ 6,00,000 - 8,00,000 /year",1 year(s),1 year(s) experience,"Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Sales Management, Sales Strategy","Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Sales Management, Sales Strategy"
Digital Marketing Manager,Ecoverix Solutions Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",1 year(s),1 year(s) experience,"Digital Marketing, Email Marketing, English Proficiency (Spoken), Social Media Marketing, 5 days a week","Digital Marketing, Email Marketing, English Proficiency (Spoken), Social Media Marketing"
Junior Social Media Marketing Specialist,TALFAK BUSINESS CONSLUTANCY PRIVATE LIMITED,Chennai,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, Adobe Premiere Pro, Canva, Capcut, Content Writing, Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing, Video Editing","Adobe Photoshop, Adobe Premiere Pro, Canva, Capcut, Content Writing, Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing, Video Editing"
Project Planner,Secured Engineers Private Limited,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,Project Management,Project Management
Sales,Secured Engineers Private Limited,"Chandigarh, Delhi, Ludhiana",Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,Sales,Sales
Field Sales Executive,Siddab Ventures Private Limited,Ahmedabad,Starts Immediately,"₹ 2,26,000 - 2,60,000                                

                        ₹ 2,26,000 - 2,60,000 /year",1 year(s),1 year(s) experience,"Effective Communication, Field Sales, Field Work, Hindi Proficiency (Spoken), Internet, MS-Word, Negotiation, Sales Support, Stock Trading, 5 days a week","Effective Communication, Field Sales, Field Work, Hindi Proficiency (Spoken), Internet, MS-Word, Negotiation, Sales Support, Stock Trading"
Customer Support Executive,Hemens Business Solution,Ahmedabad,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",0 year(s),0 year(s) experience,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), 5 days a week","Effective Communication, English Proficiency (Spoken), English Proficiency (Written)"
Business Development Executive,Magus Infratech Pvt. Ltd.,"Kalyan, Mumbai",Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Business Development, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Health Insurance","Business Development, English Proficiency (Spoken), English Proficiency (Written), MS-Excel"
Digital Marketing Executive,Shamim Arts & Handicrafts,Dabolim,Starts Immediately,"₹ 2,50,000 - 3,50,000                                

                        ₹ 2,50,000 - 3,50,000 /year",1 year(s),1 year(s) experience,"Digital Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Digital Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Videographer,Civil Guruji Private Limited,Bhilai,Starts Immediately,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",1 year(s),1 year(s) experience,"Audio Editing, Script Writing, Video Editing, Videography, Informal dress code, Health Insurance","Audio Editing, Script Writing, Video Editing, Videography"
Data Analyst,Optigene Private Limited,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"Python, Relational Database Management System (RDBMS), Statistics, Informal dress code, 5 days a week","Python, Relational Database Management System (RDBMS), Statistics"
ML Engineer,Weekday,Bangalore,Starts Immediately,"₹ 20,00,000 - 50,00,000                                

                        ₹ 20,00,000 - 50,00,000 /year",1 year(s),1 year(s) experience,"Python, PyTorch, TensorFlow","Python, PyTorch, TensorFlow"
Sr. Backend Engineer,Weekday,Work from home,Starts Immediately,"₹ 20,00,000 - 30,00,000                                

                        ₹ 20,00,000 - 30,00,000 /year",1 year(s),1 year(s) experience,Python,Python
In-Store Sales Executive,Perfý - Fast Fashion Store,Nagpur,Starts Immediately,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Sales, Sales Management","Effective Communication, Sales, Sales Management"
Debt Collection Executive (US Process),Devincy Technologies Pvt Ltd,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"Effective Communication, English Proficiency (Spoken), Negotiation, Cab/Transportation facility","Effective Communication, English Proficiency (Spoken), Negotiation"
Data Entry Associate,Agnitimba Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"Data entry, LaTeX, MS-Excel, MS-Office, Typing","Data entry, LaTeX, MS-Excel, MS-Office, Typing"
Back End Executive And Team Leader,Panorama,Delhi,Starts Immediately,"₹ 2,00,000 - 2,01,000                                

                        ₹ 2,00,000 - 2,01,000 /year",1 year(s),1 year(s) experience,"MS-Excel, Informal dress code",MS-Excel
Recruiter,Sureti Insurance Marketing Private Limited (Sureti IMF),Coimbatore                                            (Hybrid),Starts Immediately,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Informal dress code, 5 days a week",Effective Communication
Sr. Site Reliability Engineering,Weekday,Work from home,Starts Immediately,"₹ 20,00,000 - 30,00,000                                

                        ₹ 20,00,000 - 30,00,000 /year",1 year(s),1 year(s) experience,Amazon Web Services (AWS),Amazon Web Services (AWS)
Telecaller,Secured Engineers Private Limited,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",0 year(s),0 year(s) experience,MS-Excel,MS-Excel
Telecaller,WishLoans,Ahmedabad,Starts Immediately,"₹ 2,60,000 - 3,60,000                                

                        ₹ 2,60,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Email Management, MS-Excel","Email Management, MS-Excel"
Sales Coordinator,Secured Engineers Private Limited,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,Sales,Sales
Client Service Executive,Lakshmi Devices,Chennai,Starts Immediately,"₹ 2,00,000 - 25,75,000                                

                        ₹ 2,00,000 - 25,75,000 /year",0 year(s),0 year(s) experience,"MS-Excel, Free snacks & beverages, Health Insurance",MS-Excel
Business Development Executive,Branding Bazar,Indore                                            (Hybrid),Starts Immediately,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",0 year(s),0 year(s) experience,"Client Relationship, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, Sales Management","Client Relationship, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, Sales Management"
Company Secretary (CS),Apna Naukri Network,Kolkata,Starts Immediately,"₹ 3,50,000 - 8,00,000                                

                        ₹ 3,50,000 - 8,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), MS-Office, MS-Word","English Proficiency (Spoken), MS-Office, MS-Word"
Graphic Designer,BrandVU,Mumbai,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",1 year(s),1 year(s) experience,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Informal dress code, 5 days a week","Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop"
Business Development Executive,Design-Pods,Kochi,Starts Immediately,"₹ 2,16,000 - 2,64,000                                

                        ₹ 2,16,000 - 2,64,000 /year",1 year(s),1 year(s) experience,"Client Relationship, Customer Acquisition, Customer Support, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation","Client Relationship, Customer Acquisition, Customer Support, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation"
Digital Marketing Executive,FAYN GLOBAL,Chennai,Starts Immediately,"₹ 2,10,000 - 3,20,500                                

                        ₹ 2,10,000 - 3,20,500 /year",0 year(s),0 year(s) experience,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Business Development Associate,CloudTrain System,Work from home,Starts Immediately,"₹ 2,00,000 - 4,20,000                                

                        ₹ 2,00,000 - 4,20,000 /year",1 year(s),1 year(s) experience,"Client Relationship Management (CRM), Cold Calling, Email Marketing, Lead Generation, Marketing Strategy, Market research, MS-Office","Client Relationship Management (CRM), Cold Calling, Email Marketing, Lead Generation, Marketing Strategy, Market research, MS-Office"
Technical Support Executive (School ERP Software),Teachmate,Work from home,Starts Immediately,"₹ 2,10,000 - 2,40,000                                

                        ₹ 2,10,000 - 2,40,000 /year",1 year(s),1 year(s) experience,MS-Excel,MS-Excel
Accounts Assistant,S. M. Pradhan & Co.,Thane,Starts Immediately,"₹ 2,04,000 - 2,40,000                                

                        ₹ 2,04,000 - 2,40,000 /year",0 year(s),0 year(s) experience,"Accounting, Accounting Software, MS-Office, Tally","Accounting, Accounting Software, MS-Office, Tally"
Junior Robotics Trainee,KlassWAY,Lucknow,Starts Immediately,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",0 year(s),0 year(s) experience,"Arduino, C++ Programming, Embedded Systems, Internet of Things (IoT), Python, Raspberry Pi, Robotics, Teaching","Arduino, C++ Programming, Embedded Systems, Internet of Things (IoT), Python, Raspberry Pi, Robotics, Teaching"
Associate Software Developer,Swaastik Solutions,Jodhpur,Starts Immediately,"₹ 2,40,000 - 4,80,000                                

                        ₹ 2,40,000 - 4,80,000 /year",1 year(s),1 year(s) experience,"CSS3, Dart, Firebase, Firebase Cloud Messaging, Flutter, Frontend development, Git, HTML, JavaScript, React, REST API, Informal dress code, Free snacks & beverages","CSS3, Dart, Firebase, Firebase Cloud Messaging, Flutter, Frontend development, Git, HTML, JavaScript, React, REST API"
Customer Service Specialist,Raffles Consulting,Thane,Starts Immediately,"₹ 2,05,000 - 3,60,000                                

                        ₹ 2,05,000 - 3,60,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office, 5 days a week","English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office"
Junior Copywriter,Stytch,"Delhi, Kaushambi, Ghaziabad",Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Copywriting, English Proficiency (Spoken), English Proficiency (Written), Informal dress code, Free snacks & beverages, Health Insurance","Copywriting, English Proficiency (Spoken), English Proficiency (Written)"
Accountant,Mulberry Foods,"Haryana, Jaipura",Starts Immediately,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",1 year(s),1 year(s) experience,"Accounting, MS-Excel, MS-Office, Tally, Informal dress code","Accounting, MS-Excel, MS-Office, Tally"
Associate Video Editor,Zuper Studio,Indore,Starts Immediately,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Adobe After Effects, Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Video Editing, Informal dress code","Adobe After Effects, Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Video Editing"
Operations & Customer Support Specialist,Que Universe,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",0 year(s),0 year(s) experience,"Customer Support, Operations, Informal dress code, 5 days a week","Customer Support, Operations"
Web Developer,MAK Homes,Kanpur,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, Node.js, PHP, React, WordPress","Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, Node.js, PHP, React, WordPress"
Human Resources (HR) Associate,Vaco Binary Semantics LLP,"Delhi, Gurgaon, Meerut                                            (Hybrid)",Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), MS-Excel, 5 days a week, Health Insurance","English Proficiency (Spoken), MS-Excel"
Content Creator,AgentC.global,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",0 year(s),0 year(s) experience,"Content Marketing, Content Writing, Effective Communication, Search Engine Optimization (SEO), Social Media Marketing, Informal dress code, 5 days a week, Free snacks & beverages","Content Marketing, Content Writing, Effective Communication, Search Engine Optimization (SEO), Social Media Marketing"
Business Development Executive,Ydegree Academy,"Kochi, Kakkanad",Starts Immediately,"₹ 2,16,000 - 3,60,000                                

                        ₹ 2,16,000 - 3,60,000 /year",0 year(s),0 year(s) experience,"Coordination, Decision making, Effective Communication, Malayalam Proficiency (Spoken), Negotiation, Teamwork","Coordination, Decision making, Effective Communication, Malayalam Proficiency (Spoken), Negotiation, Teamwork"
Corporate Sales Executive,Pento,Kolkata,Starts Immediately,"₹ 2,30,000 - 2,80,000                                

                        ₹ 2,30,000 - 2,80,000 /year",1 year(s),1 year(s) experience,"Client Relationship, Lead Generation, MS-Excel, Sales Strategy, Informal dress code","Client Relationship, Lead Generation, MS-Excel, Sales Strategy"
Corporate Sales Executive,Regal Event And Decor,Agra,Starts Immediately,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Client Relationship Management (CRM), Computer skills, Effective Communication, English Proficiency (Spoken), Event Management, Hindi Proficiency (Spoken), Lead Generation, Microsoft 365","Client Relationship Management (CRM), Computer skills, Effective Communication, English Proficiency (Spoken), Event Management, Hindi Proficiency (Spoken), Lead Generation, Microsoft 365"
Search Engine Optimization (SEO) Executive,PageTraffic Web-Tech Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Optimization (SEO), Informal dress code, 5 days a week, Free snacks & beverages, Health Insurance","Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Optimization (SEO)"
Telecaller,DIGIDIOS PAYMENTS SERVICES PRIVATE LIMITED,Noida,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Hindi Proficiency (Spoken), 5 days a week",Hindi Proficiency (Spoken)
Junior Recruitment Executive,Pylon Management Consulting,Work from home,Starts Immediately,"₹ 2,50,000 - 4,50,000                                

                        ₹ 2,50,000 - 4,50,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Recruitment, 5 days a week","Effective Communication, Recruitment"
Associate Chartered Accountant (CA),Brijrani Agri Products,Patna,Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Accounting, MS-Excel, MS-Office, MS-Word, Tally, Informal dress code","Accounting, MS-Excel, MS-Office, MS-Word, Tally"
Client Acquisition Associate,Cover Canvas HR Solutions,Noida,Starts Immediately,"₹ 2,16,000 - 2,27,000                                

                        ₹ 2,16,000 - 2,27,000 /year",0 year(s),0 year(s) experience,Interpersonal skills,Interpersonal skills
Telecaller,Aarsan Realistic Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",0 year(s),0 year(s) experience,"Computer skills, English Proficiency (Spoken), MS-Excel","Computer skills, English Proficiency (Spoken), MS-Excel"
Sales Executive,Brickland Consulting Private Limited,"Greater Noida, Noida",Starts Immediately,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",1 year(s),1 year(s) experience,"Lead Generation, Negotiations, Public Relations, Sales","Lead Generation, Negotiations, Public Relations, Sales"
Telecaller,Officebazzar E-Store Pvt Ltd,Chennai,Starts Immediately,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",0 year(s),0 year(s) experience,"Effective Communication, Interpersonal skills, Sales Management","Effective Communication, Interpersonal skills, Sales Management"
Autocad Designer,Area27 Private Limited,Guwahati,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"AutoCAD, Design System","AutoCAD, Design System"
Junior Social Media Marketing Executive,ENVO Sustainer Private Limited,"Thane, Mumbai",Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, Creative Writing, Digital Marketing, Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Adobe Photoshop, Creative Writing, Digital Marketing, Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Digital Marketer,VOLTA SOLAR,Lucknow                                            (Hybrid),Starts Immediately,"₹ 2,15,000 - 2,70,000                                

                        ₹ 2,15,000 - 2,70,000 /year",1 year(s),1 year(s) experience,"Digital Advertising, Digital Marketing, Lead Generation, MS-Excel, Search Engine Optimization (SEO), Social Media Marketing, Informal dress code, 5 days a week","Digital Advertising, Digital Marketing, Lead Generation, MS-Excel, Search Engine Optimization (SEO), Social Media Marketing"
Video Editor,Iproduxions,Mira Bhayandar,Starts Immediately,"₹ 2,24,000 - 4,36,000                                

                        ₹ 2,24,000 - 4,36,000 /year",0 year(s),0 year(s) experience,"Adobe Premiere Pro, Video Editing","Adobe Premiere Pro, Video Editing"
Associate UI/UX Designer,E Falcon,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",0 year(s),0 year(s) experience,UI & UX Design,UI & UX Design
Interior Designer,4 Archs Project Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Informal dress code","Adobe Photoshop, AutoCAD, Autodesk 3ds Max"
Human Resources (HR) Executive,Naukari Expert,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), MS-Excel, Recruitment, 5 days a week","English Proficiency (Spoken), MS-Excel, Recruitment"
Data Engineer (Databricks),XPONENT AI PTY LTD,Chennai                                            (Hybrid),Starts Immediately,"₹ 4,10,000 - 7,00,000                                

                        ₹ 4,10,000 - 7,00,000 /year",0 year(s),0 year(s) experience,"Collaboration, Data Engineering, Effective Communication, ETL processes, PySpark, Python, SQL, 5 days a week","Collaboration, Data Engineering, Effective Communication, ETL processes, PySpark, Python, SQL"
Senior Telecaller,SAMTECH OVERSEAS LLP,Delhi,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), MS-Excel, Informal dress code","English Proficiency (Spoken), MS-Excel"
Immigration Consultant/Documentation Manager,Eduvengers Global Services,Noida,Starts Immediately,"₹ 2,05,000 - 10,50,000                                

                        ₹ 2,05,000 - 10,50,000 /year",1 year(s),1 year(s) experience,"MS-Excel, MS-Word","MS-Excel, MS-Word"
Junior Recruiter,Sevenseas,Work from home,Starts Immediately,"₹ 2,50,000 - 4,00,000                                

                        ₹ 2,50,000 - 4,00,000 /year",1 year(s),1 year(s) experience,Recruitment,Recruitment
X Ray Technician,DIAGNODENT 3D,Bangalore,Starts Immediately,"₹ 2,80,000 - 4,16,000                                

                        ₹ 2,80,000 - 4,16,000 /year",0 year(s),0 year(s) experience,Typing,Typing
Senior Python Trainer,The Kiran Academy,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Database Testing, Data Science, Python, 5 days a week","Database Testing, Data Science, Python"
Sales Executive,NoBroker,Bangalore,Starts Immediately,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",0 year(s),0 year(s) experience,"Sales, Sales Support, Informal dress code, Free snacks & beverages, Health Insurance","Sales, Sales Support"
Deputy Manager - Data Analytics,CyberFrat,Mumbai,Starts Immediately,"₹ 3,50,000 - 5,00,000                                

                        ₹ 3,50,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"Data Analytics, Macros, MS-Excel, Pivot Table, Power BI, SQL, Tableau, VLOOKUP, Health Insurance","Data Analytics, Macros, MS-Excel, Pivot Table, Power BI, SQL, Tableau, VLOOKUP"
E Commerce Marketing Executive,Allo Innoware,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",1 year(s),1 year(s) experience,"Data Analysis, Display Ads, E-commerce, Facebook Ads, Inventory Management, MIS, Optimization, Paid Advertising, Report Generation, Sales Strategy, Shopify","Data Analysis, Display Ads, E-commerce, Facebook Ads, Inventory Management, MIS, Optimization, Paid Advertising, Report Generation, Sales Strategy, Shopify"
Senior Social Media Marketing Executive,Allo Innoware,Work from home,Starts Immediately,"₹ 2,00,000 - 2,15,000                                

                        ₹ 2,00,000 - 2,15,000 /year",1 year(s),1 year(s) experience,"Adobe Photoshop, Blogging, Canva, Content Marketing, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Social Media Marketing","Adobe Photoshop, Blogging, Canva, Content Marketing, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Social Media Marketing"
Content Writing,IOKPRINT INDIA,"Delhi, Himatnagar, Gujarat",Starts Immediately,"₹ 6,12,000 - 9,00,000                                

                        ₹ 6,12,000 - 9,00,000 /year",0 year(s),0 year(s) experience,"Content Writing, 5 days a week",Content Writing
Big Data Associate,Immabeme Solutions Private Limited,Noida,Starts Immediately,"₹ 2,16,000 - 3,00,000                                

                        ₹ 2,16,000 - 3,00,000 /year",0 year(s),0 year(s) experience,Computer skills,Computer skills
Associate Videographer,Pawzz,"Delhi, Gurgaon                                            (Hybrid)",Starts Immediately,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",0 year(s),0 year(s) experience,"Adobe After Effects, Adobe Creative Suite, Adobe Photoshop, Adobe Premiere Pro, Canva, Photography, Video Editing, Video Making","Adobe After Effects, Adobe Creative Suite, Adobe Photoshop, Adobe Premiere Pro, Canva, Photography, Video Editing, Video Making"
Corporate Sales Executive,Daffodils,Mumbai,Starts Immediately,"₹ 2,10,000 - 4,20,000                                

                        ₹ 2,10,000 - 4,20,000 /year",1 year(s),1 year(s) experience,"Business Development, Digital Marketing, Email Marketing, English Proficiency (Spoken), Field Sales, MS-Excel, MS-Office, Sales, Salesforce, Sales Management, Sales Strategy, Sales Support","Business Development, Digital Marketing, Email Marketing, English Proficiency (Spoken), Field Sales, MS-Excel, MS-Office, Sales, Salesforce, Sales Management, Sales Strategy, Sales Support"
Junior Operations Executive,Figureout Entreprises,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Operations, Sales","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Operations, Sales"
Associate Web Developer,Agha Caravan International,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",1 year(s),1 year(s) experience,"CSS, HTML, JavaScript, MySQL, PHP, React, WordPress","CSS, HTML, JavaScript, MySQL, PHP, React, WordPress"
Junior Operations Executive,Quick Digital Technologies Private Limited,"Chennai, Gurgaon, Kolkata, Pune, Hyderabad, Thane, Vijayawada, Nagpur, Bangalore",Starts Immediately,"₹ 2,05,000 - 3,10,000                                

                        ₹ 2,05,000 - 3,10,000 /year",1 year(s),1 year(s) experience,"Customer Support, English Proficiency (Spoken), Field Sales, Field Work, Inside Sales, Lead Generation, MS-Office, Operations, Sales, Sales Support, Informal dress code, Free snacks & beverages, Health Insurance","Customer Support, English Proficiency (Spoken), Field Sales, Field Work, Inside Sales, Lead Generation, MS-Office, Operations, Sales, Sales Support"
Fresher Business Development Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
Junior Search Engine Optimization (SEO) Executive,MyRupaya Contentedge Private Limited,Jaipur,Starts Immediately,"₹ 2,16,000 - 2,50,000                                

                        ₹ 2,16,000 - 2,50,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Informal dress code, 5 days a week, Free snacks & beverages","Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Fresher Sales & Client Onboarding Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
